no_asm;no_8x8dct;no_cabac;no_deblock;no_fast_pskip;no_mbtree;no_mixed_refs;no_weightb;rc_lookahead;rc_lookahead_20;rc_lookahead_40;rc_lookahead_60;ref;ref_1;ref_5;ref_9;Performance
1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;268.72
1;1;1;1;1;1;0;0;1;0;0;1;1;0;0;1;775.81
1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;644.033333333333
1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;612.97
1;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;587.773333333333
1;1;1;0;0;0;0;0;1;0;1;0;1;0;0;1;581.513333333333
1;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;705.213333333333
1;0;1;1;1;0;0;1;1;0;1;0;1;0;0;1;733.216666666667
1;1;1;1;1;1;1;0;1;1;0;0;1;1;0;0;279.153333333333
1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;706.833333333333
1;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;714.666666666667
1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;1;643.983333333333
1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;279.266666666667
1;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;270.656666666667
1;1;0;0;0;0;0;0;1;0;1;0;1;1;0;0;256.726666666667
1;1;1;0;0;0;0;0;1;0;1;0;1;1;0;0;246.486666666667
1;1;1;1;0;0;0;0;1;0;1;0;1;1;0;0;246.4
1;1;1;1;1;0;0;0;1;0;1;0;1;1;0;0;251.573333333333
1;1;1;1;1;1;0;0;1;0;1;0;1;1;0;0;279.246666666667
1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;279.193333333333
1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;271.966666666667
1;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;257.973333333333
1;1;1;0;0;0;0;0;1;0;0;1;1;1;0;0;247.73
1;1;1;1;1;0;0;0;1;0;0;1;1;1;0;0;252.826666666667
1;1;1;1;1;1;0;0;1;0;0;1;1;1;0;0;279.223333333333
1;1;1;1;1;1;1;0;1;0;0;1;1;1;0;0;279.13
1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;279.246666666667
1;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;444.6
1;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;425.15
1;1;1;0;0;0;0;0;1;0;1;0;1;0;1;0;418.563333333333
1;1;1;1;0;0;0;0;1;0;1;0;1;0;1;0;420.01
1;1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;487.373333333333
1;1;1;1;1;1;0;0;1;0;1;0;1;0;1;0;537.143333333333
1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;455.4
1;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;445.576666666667
1;1;0;0;0;0;0;0;1;0;0;1;1;0;1;0;426.416666666667
1;1;1;0;0;0;0;0;1;0;0;1;1;0;1;0;419.7
1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;488.773333333333
1;1;1;1;1;1;0;0;1;0;0;1;1;0;1;0;537.113333333333
1;1;1;1;1;1;1;0;1;0;0;1;1;0;1;0;455.72
1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;0;455.513333333333
1;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;442.25
1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;254.586666666667
1;1;1;0;0;0;0;0;1;1;0;0;1;1;0;0;244.39
1;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;423.076666666667
1;1;1;0;0;0;0;0;1;1;0;0;1;0;1;0;416.886666666667
1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0;244.23
1;1;1;1;1;0;0;0;1;1;0;0;1;1;0;0;249.363333333333
1;1;1;1;0;0;0;0;1;1;0;0;1;0;1;0;418.19
1;1;1;1;1;0;0;0;1;1;0;0;1;0;1;0;485.536666666667
1;1;1;1;1;1;0;0;1;1;0;0;1;0;1;0;537.153333333333
1;1;1;1;1;1;1;0;1;1;0;0;1;0;1;0;455.64
1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;0;455.493333333333
1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;611.043333333333
1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;585.35
1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;1;579.176666666667
1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;1;581.406666666667
1;1;1;1;1;0;0;0;1;1;0;0;1;0;0;1;705.453333333333
1;1;1;1;1;1;0;0;1;1;0;0;1;0;0;1;775.853333333333
1;1;1;1;1;1;1;0;1;1;0;0;1;0;0;1;644.156666666667
1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;643.96
1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;613.446666666667
1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;279.15
1;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;588.54
1;1;1;1;1;0;0;0;1;0;0;1;1;0;0;1;707.596666666667
